file,cycle,pulse,segment,t_start,t_end,E_gate_J,E_drain_J,E_total_J,n_samples
c2_p2_rise_cyclic_vm6_des.plt,2,2,rise,8.204000e-05,8.204100e-05,2.541962e-16,5.162296e-16,7.704258e-16,30
c2_p2_write_cyclic_vm6_des.plt,2,2,write,8.204100e-05,8.214100e-05,3.608250e-15,1.222220e-13,1.258303e-13,11
c2_p3_fall_cyclic_vm6_des.plt,2,3,fall,8.234300e-05,8.234400e-05,-2.623119e-16,5.270821e-16,2.647702e-16,30
c2_p3_read_cyclic_vm6_des.plt,2,3,read,8.234400e-05,8.244400e-05,7.391475e-17,3.690872e-18,7.760562e-17,21
c2_p3_rise_cyclic_vm6_des.plt,2,3,rise,8.224200e-05,8.224300e-05,2.542367e-16,5.164790e-16,7.707157e-16,30
c2_p3_write_cyclic_vm6_des.plt,2,3,write,8.224300e-05,8.234300e-05,3.608325e-15,1.222344e-13,1.258427e-13,11
c2_p4_fall_cyclic_vm6_des.plt,2,4,fall,8.254500e-05,8.254600e-05,-2.623666e-16,5.275070e-16,2.651404e-16,30
c2_p4_read_cyclic_vm6_des.plt,2,4,read,8.254600e-05,8.264600e-05,7.391574e-17,3.690921e-18,7.760666e-17,21
c2_p4_rise_cyclic_vm6_des.plt,2,4,rise,8.244400e-05,8.244500e-05,2.542954e-16,5.168418e-16,7.711373e-16,30
c2_p4_write_cyclic_vm6_des.plt,2,4,write,8.244500e-05,8.254500e-05,3.608416e-15,1.222515e-13,1.258600e-13,11
c2_p5_fall_cyclic_vm6_des.plt,2,5,fall,8.274700e-05,8.274800e-05,-2.624428e-16,5.281122e-16,2.656694e-16,30
c2_p5_read_cyclic_vm6_des.plt,2,5,read,8.274800e-05,8.284800e-05,7.391661e-17,3.690964e-18,7.760757e-17,21
c2_p5_rise_cyclic_vm6_des.plt,2,5,rise,8.264600e-05,8.264700e-05,2.543745e-16,5.173335e-16,7.717080e-16,30
c2_p5_write_cyclic_vm6_des.plt,2,5,write,8.264700e-05,8.274700e-05,3.608558e-15,1.222749e-13,1.258834e-13,11
c2_p6_fall_cyclic_vm6_des.plt,2,6,fall,8.294900e-05,8.295000e-05,-2.625494e-16,5.289782e-16,2.664288e-16,30
c2_p6_read_cyclic_vm6_des.plt,2,6,read,8.295000e-05,8.305000e-05,7.392004e-17,3.691133e-18,7.761117e-17,21
c2_p6_rise_cyclic_vm6_des.plt,2,6,rise,8.284800e-05,8.284900e-05,2.544898e-16,5.180629e-16,7.725527e-16,30
c2_p6_write_cyclic_vm6_des.plt,2,6,write,8.284900e-05,8.294900e-05,3.608744e-15,1.223084e-13,1.259172e-13,11
c2_p7_fall_cyclic_vm6_des.plt,2,7,fall,8.315100e-05,8.315200e-05,-2.626800e-16,5.300555e-16,2.673755e-16,30
c2_p7_read_cyclic_vm6_des.plt,2,7,read,8.315200e-05,8.325200e-05,7.392558e-17,3.691407e-18,7.761699e-17,21
c2_p7_rise_cyclic_vm6_des.plt,2,7,rise,8.305000e-05,8.305100e-05,2.546396e-16,5.190230e-16,7.736627e-16,30
c2_p7_write_cyclic_vm6_des.plt,2,7,write,8.305100e-05,8.315100e-05,3.608944e-15,1.223507e-13,1.259596e-13,11
c2_p8_fall_cyclic_vm6_des.plt,2,8,fall,8.335300e-05,8.335400e-05,-2.628299e-16,5.313040e-16,2.684742e-16,30
c2_p8_read_cyclic_vm6_des.plt,2,8,read,8.335400e-05,8.345400e-05,7.393279e-17,3.691765e-18,7.762455e-17,21
c2_p8_rise_cyclic_vm6_des.plt,2,8,rise,8.325200e-05,8.325300e-05,2.548165e-16,5.201677e-16,7.749842e-16,30
c2_p8_write_cyclic_vm6_des.plt,2,8,write,8.325300e-05,8.335300e-05,3.609155e-15,1.223997e-13,1.260089e-13,11
c2_p9_fall_cyclic_vm6_des.plt,2,9,fall,8.355500e-05,8.355600e-05,-2.630016e-16,5.327380e-16,2.697364e-16,30
c2_p9_read_cyclic_vm6_des.plt,2,9,read,8.355600e-05,8.365600e-05,7.394130e-17,3.692186e-18,7.763348e-17,21
c2_p9_rise_cyclic_vm6_des.plt,2,9,rise,8.345400e-05,8.345500e-05,2.550193e-16,5.214867e-16,7.765060e-16,30
c2_p9_write_cyclic_vm6_des.plt,2,9,write,8.345500e-05,8.355500e-05,3.609391e-15,1.224559e-13,1.260653e-13,11
c3_p1_fall_cyclic_vm6_des.plt,3,1,fall,1.637770e-04,1.637780e-04,-2.648101e-16,5.482355e-16,2.834254e-16,30
c3_p1_read_cyclic_vm6_des.plt,3,1,read,1.637780e-04,1.638780e-04,7.403154e-17,3.696682e-18,7.772822e-17,21
c3_p1_rise_cyclic_vm6_des.plt,3,1,rise,1.636760e-04,1.636770e-04,2.654578e-16,5.447935e-16,8.102514e-16,30
c3_p1_write_cyclic_vm6_des.plt,3,1,write,1.636770e-04,1.637770e-04,3.611107e-15,1.230809e-13,1.266920e-13,11
c3_p2_fall_cyclic_vm6_des.plt,3,2,fall,1.639790e-04,1.639800e-04,-2.648326e-16,5.484251e-16,2.835925e-16,30
c3_p2_read_cyclic_vm6_des.plt,3,2,read,1.639800e-04,1.640800e-04,7.403126e-17,3.696668e-18,7.772793e-17,21
c3_p2_rise_cyclic_vm6_des.plt,3,2,rise,1.638780e-04,1.638790e-04,2.574143e-16,5.376404e-16,7.950547e-16,30
c3_p2_write_cyclic_vm6_des.plt,3,2,write,1.638790e-04,1.639790e-04,3.611167e-15,1.230873e-13,1.266985e-13,11
c3_p3_fall_cyclic_vm6_des.plt,3,3,fall,1.641810e-04,1.641820e-04,-2.648700e-16,5.487405e-16,2.838705e-16,30
c3_p3_read_cyclic_vm6_des.plt,3,3,read,1.641820e-04,1.642820e-04,7.403214e-17,3.696710e-18,7.772885e-17,21
c3_p3_rise_cyclic_vm6_des.plt,3,3,rise,1.640800e-04,1.640810e-04,2.574523e-16,5.378964e-16,7.953486e-16,30
c3_p3_write_cyclic_vm6_des.plt,3,3,write,1.640810e-04,1.641810e-04,3.611241e-15,1.230992e-13,1.267104e-13,11
c3_p4_fall_cyclic_vm6_des.plt,3,4,fall,1.643830e-04,1.643840e-04,-2.649199e-16,5.491615e-16,2.842416e-16,30
c3_p4_read_cyclic_vm6_des.plt,3,4,read,1.643840e-04,1.644840e-04,7.403401e-17,3.696802e-18,7.773081e-17,21
c3_p4_rise_cyclic_vm6_des.plt,3,4,rise,1.642820e-04,1.642830e-04,2.575072e-16,5.382682e-16,7.957753e-16,30
c3_p4_write_cyclic_vm6_des.plt,3,4,write,1.642830e-04,1.643830e-04,3.611326e-15,1.231156e-13,1.267270e-13,11
c3_p5_fall_cyclic_vm6_des.plt,3,5,fall,1.645850e-04,1.645860e-04,-2.649800e-16,5.496693e-16,2.846894e-16,30
c3_p5_read_cyclic_vm6_des.plt,3,5,read,1.645860e-04,1.646860e-04,7.403672e-17,3.696936e-18,7.773365e-17,21
c3_p5_rise_cyclic_vm6_des.plt,3,5,rise,1.644840e-04,1.644850e-04,2.575761e-16,5.387358e-16,7.963119e-16,30
c3_p5_write_cyclic_vm6_des.plt,3,5,write,1.644850e-04,1.645850e-04,3.611420e-15,1.231359e-13,1.267473e-13,11
c3_p6_fall_cyclic_vm6_des.plt,3,6,fall,1.647870e-04,1.647880e-04,-2.650482e-16,5.502470e-16,2.851988e-16,30
c3_p6_read_cyclic_vm6_des.plt,3,6,read,1.647880e-04,1.648880e-04,7.404008e-17,3.697101e-18,7.773718e-17,21
c3_p6_rise_cyclic_vm6_des.plt,3,6,rise,1.646860e-04,1.646870e-04,2.576564e-16,5.392814e-16,7.969377e-16,30
c3_p6_write_cyclic_vm6_des.plt,3,6,write,1.646870e-04,1.647870e-04,3.611522e-15,1.231591e-13,1.267706e-13,11
c3_p7_fall_cyclic_vm6_des.plt,3,7,fall,1.649890e-04,1.649900e-04,-2.651228e-16,5.508801e-16,2.857573e-16,30
c3_p7_read_cyclic_vm6_des.plt,3,7,read,1.649900e-04,1.650900e-04,7.404386e-17,3.697287e-18,7.774115e-17,21
c3_p7_rise_cyclic_vm6_des.plt,3,7,rise,1.648880e-04,1.648890e-04,2.577456e-16,5.398898e-16,7.976355e-16,30
c3_p7_write_cyclic_vm6_des.plt,3,7,write,1.648890e-04,1.649890e-04,3.611628e-15,1.231848e-13,1.267964e-13,11
c3_p8_fall_cyclic_vm6_des.plt,3,8,fall,1.651910e-04,1.651920e-04,-2.652026e-16,5.515592e-16,2.863567e-16,30
c3_p8_read_cyclic_vm6_des.plt,3,8,read,1.651920e-04,1.652920e-04,7.404795e-17,3.697489e-18,7.774544e-17,21
c3_p8_rise_cyclic_vm6_des.plt,3,8,rise,1.650900e-04,1.650910e-04,2.578420e-16,5.405488e-16,7.983908e-16,30
c3_p8_write_cyclic_vm6_des.plt,3,8,write,1.650910e-04,1.651910e-04,3.611741e-15,1.232124e-13,1.268242e-13,11
c3_p9_fall_cyclic_vm6_des.plt,3,9,fall,1.653930e-04,1.653940e-04,-2.652879e-16,5.522914e-16,2.870036e-16,30
c3_p9_read_cyclic_vm6_des.plt,3,9,read,1.653940e-04,1.654940e-04,7.405250e-17,3.697715e-18,7.775021e-17,21
c3_p9_rise_cyclic_vm6_des.plt,3,9,rise,1.652920e-04,1.652930e-04,2.579449e-16,5.412543e-16,7.991992e-16,30
c3_p9_write_cyclic_vm6_des.plt,3,9,write,1.652930e-04,1.653930e-04,3.611864e-15,1.232421e-13,1.268539e-13,11
c4_p1_fall_cyclic_vm6_des.plt,4,1,fall,2.456150e-04,2.456160e-04,-2.646986e-16,5.473643e-16,2.826657e-16,30
c4_p1_read_cyclic_vm6_des.plt,4,1,read,2.456160e-04,2.457160e-04,7.402478e-17,3.696344e-18,7.772112e-17,21
c4_p1_rise_cyclic_vm6_des.plt,4,1,rise,2.455140e-04,2.455150e-04,2.653768e-16,5.439704e-16,8.093472e-16,30
c4_p1_write_cyclic_vm6_des.plt,4,1,write,2.455150e-04,2.456150e-04,3.610954e-15,1.230418e-13,1.266527e-13,11
c4_p2_fall_cyclic_vm6_des.plt,4,2,fall,2.458170e-04,2.458180e-04,-2.647211e-16,5.475537e-16,2.828327e-16,30
c4_p2_read_cyclic_vm6_des.plt,4,2,read,2.458180e-04,2.459180e-04,7.402450e-17,3.696330e-18,7.772083e-17,21
c4_p2_rise_cyclic_vm6_des.plt,4,2,rise,2.457160e-04,2.457170e-04,2.572798e-16,5.367643e-16,7.940441e-16,30
c4_p2_write_cyclic_vm6_des.plt,4,2,write,2.457170e-04,2.458170e-04,3.611013e-15,1.230482e-13,1.266592e-13,11
c4_p3_fall_cyclic_vm6_des.plt,4,3,fall,2.460190e-04,2.460200e-04,-2.647586e-16,5.478690e-16,2.831104e-16,30
c4_p3_read_cyclic_vm6_des.plt,4,3,read,2.460200e-04,2.461200e-04,7.402538e-17,3.696372e-18,7.772175e-17,21
c4_p3_rise_cyclic_vm6_des.plt,4,3,rise,2.459180e-04,2.459190e-04,2.573178e-16,5.370198e-16,7.943376e-16,30
c4_p3_write_cyclic_vm6_des.plt,4,3,write,2.459190e-04,2.460190e-04,3.611087e-15,1.230601e-13,1.266712e-13,11
c4_p4_fall_cyclic_vm6_des.plt,4,4,fall,2.462210e-04,2.462220e-04,-2.648086e-16,5.482897e-16,2.834811e-16,30
c4_p4_read_cyclic_vm6_des.plt,4,4,read,2.462220e-04,2.463220e-04,7.402724e-17,3.696464e-18,7.772371e-17,21
c4_p4_rise_cyclic_vm6_des.plt,4,4,rise,2.461200e-04,2.461210e-04,2.573728e-16,5.373910e-16,7.947638e-16,30
c4_p4_write_cyclic_vm6_des.plt,4,4,write,2.461210e-04,2.462210e-04,3.611173e-15,1.230766e-13,1.266877e-13,11
c4_p5_fall_cyclic_vm6_des.plt,4,5,fall,2.464230e-04,2.464240e-04,-2.648688e-16,5.487971e-16,2.839283e-16,30
c4_p5_read_cyclic_vm6_des.plt,4,5,read,2.464240e-04,2.465240e-04,7.402995e-17,3.696597e-18,7.772655e-17,21
c4_p5_rise_cyclic_vm6_des.plt,4,5,rise,2.463220e-04,2.463230e-04,2.574419e-16,5.378579e-16,7.952998e-16,30
c4_p5_write_cyclic_vm6_des.plt,4,5,write,2.463230e-04,2.464230e-04,3.611267e-15,1.230968e-13,1.267081e-13,11
c4_p6_fall_cyclic_vm6_des.plt,4,6,fall,2.466250e-04,2.466260e-04,-2.649372e-16,5.493741e-16,2.844369e-16,30
c4_p6_read_cyclic_vm6_des.plt,4,6,read,2.466260e-04,2.467260e-04,7.403330e-17,3.696762e-18,7.773006e-17,21
c4_p6_rise_cyclic_vm6_des.plt,4,6,rise,2.465240e-04,2.465250e-04,2.575223e-16,5.384031e-16,7.959253e-16,30
c4_p6_write_cyclic_vm6_des.plt,4,6,write,2.465250e-04,2.466250e-04,3.611369e-15,1.231201e-13,1.267315e-13,11
c4_p7_fall_cyclic_vm6_des.plt,4,7,fall,2.468270e-04,2.468280e-04,-2.650120e-16,5.500072e-16,2.849952e-16,30
c4_p7_read_cyclic_vm6_des.plt,4,7,read,2.468280e-04,2.469280e-04,7.403705e-17,3.696946e-18,7.773399e-17,21
c4_p7_rise_cyclic_vm6_des.plt,4,7,rise,2.467260e-04,2.467270e-04,2.576117e-16,5.390112e-16,7.966229e-16,30
c4_p7_write_cyclic_vm6_des.plt,4,7,write,2.467270e-04,2.468270e-04,3.611476e-15,1.231458e-13,1.267573e-13,11
c4_p8_fall_cyclic_vm6_des.plt,4,8,fall,2.470290e-04,2.470300e-04,-2.650921e-16,5.506872e-16,2.855952e-16,30
c4_p8_read_cyclic_vm6_des.plt,4,8,read,2.470300e-04,2.471300e-04,7.404113e-17,3.697148e-18,7.773828e-17,21
c4_p8_rise_cyclic_vm6_des.plt,4,8,rise,2.469280e-04,2.469290e-04,2.577083e-16,5.396701e-16,7.973784e-16,30
c4_p8_write_cyclic_vm6_des.plt,4,8,write,2.469290e-04,2.470290e-04,3.611589e-15,1.231736e-13,1.267851e-13,11
c4_p9_fall_cyclic_vm6_des.plt,4,9,fall,2.472310e-04,2.472320e-04,-2.651782e-16,5.514251e-16,2.862469e-16,30
c4_p9_read_cyclic_vm6_des.plt,4,9,read,2.472320e-04,2.473320e-04,7.404572e-17,3.697376e-18,7.774310e-17,21
c4_p9_rise_cyclic_vm6_des.plt,4,9,rise,2.471300e-04,2.471310e-04,2.578119e-16,5.403788e-16,7.981908e-16,30
c4_p9_write_cyclic_vm6_des.plt,4,9,write,2.471310e-04,2.472310e-04,3.611715e-15,1.232034e-13,1.268151e-13,11
c5_p1_fall_cyclic_vm6_des.plt,5,1,fall,3.274530e-04,3.274540e-04,-2.647066e-16,5.474243e-16,2.827177e-16,30
c5_p1_read_cyclic_vm6_des.plt,5,1,read,3.274540e-04,3.275540e-04,7.402512e-17,3.696361e-18,7.772148e-17,21
c5_p1_rise_cyclic_vm6_des.plt,5,1,rise,3.273520e-04,3.273530e-04,2.653817e-16,5.440246e-16,8.094063e-16,30
c5_p1_write_cyclic_vm6_des.plt,5,1,write,3.273530e-04,3.274530e-04,3.610965e-15,1.230445e-13,1.266555e-13,11
c5_p2_fall_cyclic_vm6_des.plt,5,2,fall,3.276550e-04,3.276560e-04,-2.647291e-16,5.476138e-16,2.828847e-16,30
c5_p2_read_cyclic_vm6_des.plt,5,2,read,3.276560e-04,3.277560e-04,7.402485e-17,3.696347e-18,7.772119e-17,21
c5_p2_rise_cyclic_vm6_des.plt,5,2,rise,3.275540e-04,3.275550e-04,2.572894e-16,5.368249e-16,7.941143e-16,30
c5_p2_write_cyclic_vm6_des.plt,5,2,write,3.275550e-04,3.276550e-04,3.611025e-15,1.230510e-13,1.266620e-13,11
c5_p3_fall_cyclic_vm6_des.plt,5,3,fall,3.278570e-04,3.278580e-04,-2.647666e-16,5.479291e-16,2.831625e-16,30
c5_p3_read_cyclic_vm6_des.plt,5,3,read,3.278580e-04,3.279580e-04,7.402572e-17,3.696389e-18,7.772211e-17,21
c5_p3_rise_cyclic_vm6_des.plt,5,3,rise,3.277560e-04,3.277570e-04,2.573273e-16,5.370805e-16,7.944078e-16,30
c5_p3_write_cyclic_vm6_des.plt,5,3,write,3.277570e-04,3.278570e-04,3.611099e-15,1.230629e-13,1.266740e-13,11
c5_p4_fall_cyclic_vm6_des.plt,5,4,fall,3.280590e-04,3.280600e-04,-2.648166e-16,5.483499e-16,2.835333e-16,30
c5_p4_read_cyclic_vm6_des.plt,5,4,read,3.280600e-04,3.281600e-04,7.402759e-17,3.696481e-18,7.772407e-17,21
c5_p4_rise_cyclic_vm6_des.plt,5,4,rise,3.279580e-04,3.279590e-04,2.573823e-16,5.374516e-16,7.948340e-16,30
c5_p4_write_cyclic_vm6_des.plt,5,4,write,3.279590e-04,3.280590e-04,3.611184e-15,1.230793e-13,1.266905e-13,11
c5_p5_fall_cyclic_vm6_des.plt,5,5,fall,3.282610e-04,3.282620e-04,-2.648768e-16,5.488574e-16,2.839805e-16,30
c5_p5_read_cyclic_vm6_des.plt,5,5,read,3.282620e-04,3.283620e-04,7.403030e-17,3.696615e-18,7.772691e-17,21
c5_p5_rise_cyclic_vm6_des.plt,5,5,rise,3.281600e-04,3.281610e-04,2.574514e-16,5.379186e-16,7.953700e-16,30
c5_p5_write_cyclic_vm6_des.plt,5,5,write,3.281610e-04,3.282610e-04,3.611278e-15,1.230996e-13,1.267109e-13,11
c5_p6_fall_cyclic_vm6_des.plt,5,6,fall,3.284630e-04,3.284640e-04,-2.649452e-16,5.494343e-16,2.844891e-16,30
c5_p6_read_cyclic_vm6_des.plt,5,6,read,3.284640e-04,3.285640e-04,7.403365e-17,3.696779e-18,7.773043e-17,21
c5_p6_rise_cyclic_vm6_des.plt,5,6,rise,3.283620e-04,3.283630e-04,2.575318e-16,5.384639e-16,7.959956e-16,30
c5_p6_write_cyclic_vm6_des.plt,5,6,write,3.283630e-04,3.284630e-04,3.611380e-15,1.231229e-13,1.267343e-13,11
c5_p7_fall_cyclic_vm6_des.plt,5,7,fall,3.286650e-04,3.286660e-04,-2.650200e-16,5.500675e-16,2.850475e-16,30
c5_p7_read_cyclic_vm6_des.plt,5,7,read,3.286660e-04,3.287660e-04,7.403740e-17,3.696964e-18,7.773436e-17,21
c5_p7_rise_cyclic_vm6_des.plt,5,7,rise,3.285640e-04,3.285650e-04,2.576212e-16,5.390721e-16,7.966933e-16,30
c5_p7_write_cyclic_vm6_des.plt,5,7,write,3.285650e-04,3.286650e-04,3.611487e-15,1.231486e-13,1.267601e-13,11
c5_p8_fall_cyclic_vm6_des.plt,5,8,fall,3.288670e-04,3.288680e-04,-2.651000e-16,5.507475e-16,2.856475e-16,30
c5_p8_read_cyclic_vm6_des.plt,5,8,read,3.288680e-04,3.289680e-04,7.404149e-17,3.697166e-18,7.773865e-17,21
c5_p8_rise_cyclic_vm6_des.plt,5,8,rise,3.287660e-04,3.287670e-04,2.577178e-16,5.397309e-16,7.974487e-16,30
c5_p8_write_cyclic_vm6_des.plt,5,8,write,3.287670e-04,3.288670e-04,3.611600e-15,1.231763e-13,1.267879e-13,11
c5_p9_fall_cyclic_vm6_des.plt,5,9,fall,3.290690e-04,3.290700e-04,-2.651862e-16,5.514853e-16,2.862992e-16,30
c5_p9_read_cyclic_vm6_des.plt,5,9,read,3.290700e-04,3.291700e-04,7.404608e-17,3.697394e-18,7.774347e-17,21
c5_p9_rise_cyclic_vm6_des.plt,5,9,rise,3.289680e-04,3.289690e-04,2.578214e-16,5.404397e-16,7.982611e-16,30
c5_p9_write_cyclic_vm6_des.plt,5,9,write,3.289690e-04,3.290690e-04,3.611726e-15,1.232062e-13,1.268179e-13,11
