file,cycle,pulse,segment,t_start,t_end,E_gate_J,E_drain_J,E_total_J,n_samples
c2_p1_write_cyclic_vm10_des.plt,2,1,write,8.183900e-05,8.193900e-05,3.627375e-15,1.274625e-13,1.310899e-13,11
c2_p2_fall_cyclic_vm10_des.plt,2,2,fall,8.214100e-05,8.214200e-05,-2.767154e-16,6.623757e-16,3.856603e-16,30
c2_p2_read_cyclic_vm10_des.plt,2,2,read,8.214200e-05,8.224200e-05,7.497205e-17,3.742625e-18,7.871468e-17,21
c2_p2_rise_cyclic_vm10_des.plt,2,2,rise,8.204000e-05,8.204100e-05,2.722477e-16,6.504769e-16,9.227247e-16,30
c2_p2_write_cyclic_vm10_des.plt,2,2,write,8.204100e-05,8.214100e-05,3.627438e-15,1.274683e-13,1.310957e-13,11
c2_p3_fall_cyclic_vm10_des.plt,2,3,fall,8.234300e-05,8.234400e-05,-2.767415e-16,6.627620e-16,3.860205e-16,30
c2_p3_read_cyclic_vm10_des.plt,2,3,read,8.234400e-05,8.244400e-05,7.497340e-17,3.742686e-18,7.871609e-17,21
c2_p3_rise_cyclic_vm10_des.plt,2,3,rise,8.224200e-05,8.224300e-05,2.722778e-16,6.507827e-16,9.230606e-16,30
c2_p3_write_cyclic_vm10_des.plt,2,3,write,8.224300e-05,8.234300e-05,3.627511e-15,1.274791e-13,1.311066e-13,11
c2_p4_fall_cyclic_vm10_des.plt,2,4,fall,8.254500e-05,8.254600e-05,-2.767766e-16,6.632812e-16,3.865046e-16,30
c2_p4_read_cyclic_vm10_des.plt,2,4,read,8.254600e-05,8.264600e-05,7.497604e-17,3.742810e-18,7.871885e-17,21
c2_p4_rise_cyclic_vm10_des.plt,2,4,rise,8.244400e-05,8.244500e-05,2.723218e-16,6.512307e-16,9.235525e-16,30
c2_p4_write_cyclic_vm10_des.plt,2,4,write,8.244500e-05,8.254500e-05,3.627592e-15,1.274942e-13,1.311218e-13,11
c2_p5_fall_cyclic_vm10_des.plt,2,5,fall,8.274700e-05,8.274800e-05,-2.768191e-16,6.639116e-16,3.870925e-16,30
c2_p5_read_cyclic_vm10_des.plt,2,5,read,8.274800e-05,8.284800e-05,7.497979e-17,3.742987e-18,7.872278e-17,21
c2_p5_rise_cyclic_vm10_des.plt,2,5,rise,8.264600e-05,8.264700e-05,2.723772e-16,6.517985e-16,9.241758e-16,30
c2_p5_write_cyclic_vm10_des.plt,2,5,write,8.264700e-05,8.274700e-05,3.627678e-15,1.275129e-13,1.311406e-13,11
c2_p6_fall_cyclic_vm10_des.plt,2,6,fall,8.294900e-05,8.295000e-05,-2.768675e-16,6.646332e-16,3.877657e-16,30
c2_p6_read_cyclic_vm10_des.plt,2,6,read,8.295000e-05,8.305000e-05,7.498447e-17,3.743209e-18,7.872768e-17,21
c2_p6_rise_cyclic_vm10_des.plt,2,6,rise,8.284800e-05,8.284900e-05,2.724421e-16,6.524650e-16,9.249071e-16,30
c2_p6_write_cyclic_vm10_des.plt,2,6,write,8.284900e-05,8.294900e-05,3.627770e-15,1.275346e-13,1.311624e-13,11
c2_p7_fall_cyclic_vm10_des.plt,2,7,fall,8.315100e-05,8.315200e-05,-2.769206e-16,6.654274e-16,3.885068e-16,30
c2_p7_read_cyclic_vm10_des.plt,2,7,read,8.315200e-05,8.325200e-05,7.498993e-17,3.743469e-18,7.873339e-17,21
c2_p7_rise_cyclic_vm10_des.plt,2,7,rise,8.305000e-05,8.305100e-05,2.725145e-16,6.532111e-16,9.257255e-16,30
c2_p7_write_cyclic_vm10_des.plt,2,7,write,8.305100e-05,8.315100e-05,3.627864e-15,1.275586e-13,1.311864e-13,11
c2_p8_fall_cyclic_vm10_des.plt,2,8,fall,8.335300e-05,8.335400e-05,-2.769772e-16,6.662773e-16,3.893002e-16,30
c2_p8_read_cyclic_vm10_des.plt,2,8,read,8.335400e-05,8.345400e-05,7.499601e-17,3.743758e-18,7.873976e-17,21
c2_p8_rise_cyclic_vm10_des.plt,2,8,rise,8.325200e-05,8.325300e-05,2.725926e-16,6.540203e-16,9.266129e-16,30
c2_p8_write_cyclic_vm10_des.plt,2,8,write,8.325300e-05,8.335300e-05,3.627960e-15,1.275844e-13,1.312123e-13,11
c2_p9_fall_cyclic_vm10_des.plt,2,9,fall,8.355500e-05,8.355600e-05,-2.770363e-16,6.671702e-16,3.901339e-16,30
c2_p9_read_cyclic_vm10_des.plt,2,9,read,8.355600e-05,8.365600e-05,7.500259e-17,3.744072e-18,7.874666e-17,21
c2_p9_rise_cyclic_vm10_des.plt,2,9,rise,8.345400e-05,8.345500e-05,2.726751e-16,6.548780e-16,9.275532e-16,30
c2_p9_write_cyclic_vm10_des.plt,2,9,write,8.345500e-05,8.355500e-05,3.628057e-15,1.276116e-13,1.312396e-13,11
c3_p1_fall_cyclic_vm10_des.plt,3,1,fall,1.637770e-04,1.637780e-04,-2.773233e-16,6.727795e-16,3.954562e-16,30
c3_p1_read_cyclic_vm10_des.plt,3,1,read,1.637780e-04,1.638780e-04,7.499086e-17,3.743450e-18,7.873431e-17,21
c3_p1_rise_cyclic_vm10_des.plt,3,1,rise,1.636760e-04,1.636770e-04,2.753108e-16,6.611625e-16,9.364733e-16,30
c3_p1_write_cyclic_vm10_des.plt,3,1,write,1.636770e-04,1.637770e-04,3.628256e-15,1.277661e-13,1.313944e-13,11
c3_p2_fall_cyclic_vm10_des.plt,3,2,fall,1.639790e-04,1.639800e-04,-2.773375e-16,6.730080e-16,3.956705e-16,30
c3_p2_read_cyclic_vm10_des.plt,3,2,read,1.639800e-04,1.640800e-04,7.499078e-17,3.743442e-18,7.873423e-17,21
c3_p2_rise_cyclic_vm10_des.plt,3,2,rise,1.638780e-04,1.638790e-04,2.731905e-16,6.610533e-16,9.342438e-16,30
c3_p2_write_cyclic_vm10_des.plt,3,2,write,1.638790e-04,1.639790e-04,3.628318e-15,1.277718e-13,1.314001e-13,11
c3_p3_fall_cyclic_vm10_des.plt,3,3,fall,1.641810e-04,1.641820e-04,-2.773616e-16,6.733916e-16,3.960300e-16,30
c3_p3_read_cyclic_vm10_des.plt,3,3,read,1.641820e-04,1.642820e-04,7.499219e-17,3.743506e-18,7.873570e-17,21
c3_p3_rise_cyclic_vm10_des.plt,3,3,rise,1.640800e-04,1.640810e-04,2.732190e-16,6.613583e-16,9.345772e-16,30
c3_p3_write_cyclic_vm10_des.plt,3,3,write,1.640810e-04,1.641810e-04,3.628390e-15,1.277824e-13,1.314107e-13,11
c3_p4_fall_cyclic_vm10_des.plt,3,4,fall,1.643830e-04,1.643840e-04,-2.773938e-16,6.739074e-16,3.965136e-16,30
c3_p4_read_cyclic_vm10_des.plt,3,4,read,1.643840e-04,1.644840e-04,7.499490e-17,3.743632e-18,7.873854e-17,21
c3_p4_rise_cyclic_vm10_des.plt,3,4,rise,1.642820e-04,1.642830e-04,2.732604e-16,6.618048e-16,9.350652e-16,30
c3_p4_write_cyclic_vm10_des.plt,3,4,write,1.642830e-04,1.643830e-04,3.628469e-15,1.277971e-13,1.314256e-13,11
c3_p5_fall_cyclic_vm10_des.plt,3,5,fall,1.645850e-04,1.645860e-04,-2.774329e-16,6.745339e-16,3.971010e-16,30
c3_p5_read_cyclic_vm10_des.plt,3,5,read,1.645860e-04,1.646860e-04,7.499874e-17,3.743813e-18,7.874255e-17,21
c3_p5_rise_cyclic_vm10_des.plt,3,5,rise,1.644840e-04,1.644850e-04,2.733127e-16,6.623702e-16,9.356829e-16,30
c3_p5_write_cyclic_vm10_des.plt,3,5,write,1.644850e-04,1.645850e-04,3.628554e-15,1.278154e-13,1.314439e-13,11
c3_p6_fall_cyclic_vm10_des.plt,3,6,fall,1.647870e-04,1.647880e-04,-2.774773e-16,6.752514e-16,3.977741e-16,30
c3_p6_read_cyclic_vm10_des.plt,3,6,read,1.647880e-04,1.648880e-04,7.500352e-17,3.744039e-18,7.874756e-17,21
c3_p6_rise_cyclic_vm10_des.plt,3,6,rise,1.646860e-04,1.646870e-04,2.733738e-16,6.630343e-16,9.364081e-16,30
c3_p6_write_cyclic_vm10_des.plt,3,6,write,1.646870e-04,1.647870e-04,3.628644e-15,1.278365e-13,1.314652e-13,11
c3_p7_fall_cyclic_vm10_des.plt,3,7,fall,1.649890e-04,1.649900e-04,-2.775260e-16,6.760419e-16,3.985159e-16,30
c3_p7_read_cyclic_vm10_des.plt,3,7,read,1.649900e-04,1.650900e-04,7.500908e-17,3.744302e-18,7.875338e-17,21
c3_p7_rise_cyclic_vm10_des.plt,3,7,rise,1.648880e-04,1.648890e-04,2.734421e-16,6.637778e-16,9.372198e-16,30
c3_p7_write_cyclic_vm10_des.plt,3,7,write,1.648890e-04,1.649890e-04,3.628736e-15,1.278600e-13,1.314887e-13,11
c3_p8_fall_cyclic_vm10_des.plt,3,8,fall,1.651910e-04,1.651920e-04,-2.775779e-16,6.768894e-16,3.993116e-16,30
c3_p8_read_cyclic_vm10_des.plt,3,8,read,1.651920e-04,1.652920e-04,7.501528e-17,3.744596e-18,7.875988e-17,21
c3_p8_rise_cyclic_vm10_des.plt,3,8,rise,1.650900e-04,1.650910e-04,2.735157e-16,6.645843e-16,9.381001e-16,30
c3_p8_write_cyclic_vm10_des.plt,3,8,write,1.650910e-04,1.651910e-04,3.628830e-15,1.278852e-13,1.315140e-13,11
c3_p9_fall_cyclic_vm10_des.plt,3,9,fall,1.653930e-04,1.653940e-04,-2.776320e-16,6.777798e-16,4.001478e-16,30
c3_p9_read_cyclic_vm10_des.plt,3,9,read,1.653940e-04,1.654940e-04,7.502199e-17,3.744914e-18,7.876690e-17,21
c3_p9_rise_cyclic_vm10_des.plt,3,9,rise,1.652920e-04,1.652930e-04,2.735935e-16,6.654393e-16,9.390328e-16,30
c3_p9_write_cyclic_vm10_des.plt,3,9,write,1.652930e-04,1.653930e-04,3.628925e-15,1.279117e-13,1.315406e-13,11
c4_p1_fall_cyclic_vm10_des.plt,4,1,fall,2.456150e-04,2.456160e-04,-2.772390e-16,6.713015e-16,3.940626e-16,30
c4_p1_read_cyclic_vm10_des.plt,4,1,read,2.456160e-04,2.457160e-04,7.498324e-17,3.743084e-18,7.872632e-17,21
c4_p1_rise_cyclic_vm10_des.plt,4,1,rise,2.455140e-04,2.455150e-04,2.752382e-16,6.596550e-16,9.348931e-16,30
c4_p1_write_cyclic_vm10_des.plt,4,1,write,2.455150e-04,2.456150e-04,3.628126e-15,1.277229e-13,1.313511e-13,11
c4_p2_fall_cyclic_vm10_des.plt,4,2,fall,2.458170e-04,2.458180e-04,-2.772534e-16,6.715301e-16,3.942767e-16,30
c4_p2_read_cyclic_vm10_des.plt,4,2,read,2.458180e-04,2.459180e-04,7.498315e-17,3.743076e-18,7.872623e-17,21
c4_p2_rise_cyclic_vm10_des.plt,4,2,rise,2.457160e-04,2.457170e-04,2.730619e-16,6.595889e-16,9.326508e-16,30
c4_p2_write_cyclic_vm10_des.plt,4,2,write,2.457170e-04,2.458170e-04,3.628188e-15,1.277286e-13,1.313568e-13,11
c4_p3_fall_cyclic_vm10_des.plt,4,3,fall,2.460190e-04,2.460200e-04,-2.772777e-16,6.719138e-16,3.946361e-16,30
c4_p3_read_cyclic_vm10_des.plt,4,3,read,2.460200e-04,2.461200e-04,7.498455e-17,3.743140e-18,7.872769e-17,21
c4_p3_rise_cyclic_vm10_des.plt,4,3,rise,2.459180e-04,2.459190e-04,2.730905e-16,6.598942e-16,9.329847e-16,30
c4_p3_write_cyclic_vm10_des.plt,4,3,write,2.459190e-04,2.460190e-04,3.628260e-15,1.277392e-13,1.313675e-13,11
c4_p4_fall_cyclic_vm10_des.plt,4,4,fall,2.462210e-04,2.462220e-04,-2.773104e-16,6.724300e-16,3.951196e-16,30
c4_p4_read_cyclic_vm10_des.plt,4,4,read,2.462220e-04,2.463220e-04,7.498724e-17,3.743266e-18,7.873051e-17,21
c4_p4_rise_cyclic_vm10_des.plt,4,4,rise,2.461200e-04,2.461210e-04,2.731323e-16,6.603412e-16,9.334735e-16,30
c4_p4_write_cyclic_vm10_des.plt,4,4,write,2.461210e-04,2.462210e-04,3.628340e-15,1.277541e-13,1.313824e-13,11
c4_p5_fall_cyclic_vm10_des.plt,4,5,fall,2.464230e-04,2.464240e-04,-2.773499e-16,6.730573e-16,3.957074e-16,30
c4_p5_read_cyclic_vm10_des.plt,4,5,read,2.464240e-04,2.465240e-04,7.499106e-17,3.743445e-18,7.873451e-17,21
c4_p5_rise_cyclic_vm10_des.plt,4,5,rise,2.463220e-04,2.463230e-04,2.731851e-16,6.609080e-16,9.340931e-16,30
c4_p5_write_cyclic_vm10_des.plt,4,5,write,2.463230e-04,2.464230e-04,3.628425e-15,1.277724e-13,1.314008e-13,11
c4_p6_fall_cyclic_vm10_des.plt,4,6,fall,2.466250e-04,2.466260e-04,-2.773950e-16,6.737761e-16,3.963811e-16,30
c4_p6_read_cyclic_vm10_des.plt,4,6,read,2.466260e-04,2.467260e-04,7.499583e-17,3.743671e-18,7.873950e-17,21
c4_p6_rise_cyclic_vm10_des.plt,4,6,rise,2.465240e-04,2.465250e-04,2.732468e-16,6.615735e-16,9.348203e-16,30
c4_p6_write_cyclic_vm10_des.plt,4,6,write,2.465250e-04,2.466250e-04,3.628515e-15,1.277936e-13,1.314222e-13,11
c4_p7_fall_cyclic_vm10_des.plt,4,7,fall,2.468270e-04,2.468280e-04,-2.774444e-16,6.745682e-16,3.971238e-16,30
c4_p7_read_cyclic_vm10_des.plt,4,7,read,2.468280e-04,2.469280e-04,7.500139e-17,3.743934e-18,7.874532e-17,21
c4_p7_rise_cyclic_vm10_des.plt,4,7,rise,2.467260e-04,2.467270e-04,2.733157e-16,6.623195e-16,9.356351e-16,30
c4_p7_write_cyclic_vm10_des.plt,4,7,write,2.467270e-04,2.468270e-04,3.628608e-15,1.278172e-13,1.314458e-13,11
c4_p8_fall_cyclic_vm10_des.plt,4,8,fall,2.470290e-04,2.470300e-04,-2.774970e-16,6.754176e-16,3.979205e-16,30
c4_p8_read_cyclic_vm10_des.plt,4,8,read,2.470300e-04,2.471300e-04,7.500759e-17,3.744229e-18,7.875182e-17,21
c4_p8_rise_cyclic_vm10_des.plt,4,8,rise,2.469280e-04,2.469290e-04,2.733901e-16,6.631288e-16,9.365189e-16,30
c4_p8_write_cyclic_vm10_des.plt,4,8,write,2.469290e-04,2.470290e-04,3.628703e-15,1.278426e-13,1.314713e-13,11
c4_p9_fall_cyclic_vm10_des.plt,4,9,fall,2.472310e-04,2.472320e-04,-2.775521e-16,6.763112e-16,3.987591e-16,30
c4_p9_read_cyclic_vm10_des.plt,4,9,read,2.472320e-04,2.473320e-04,7.501432e-17,3.744548e-18,7.875886e-17,21
c4_p9_rise_cyclic_vm10_des.plt,4,9,rise,2.471300e-04,2.471310e-04,2.734688e-16,6.639876e-16,9.374564e-16,30
c4_p9_write_cyclic_vm10_des.plt,4,9,write,2.471310e-04,2.472310e-04,3.628799e-15,1.278693e-13,1.314981e-13,11
c5_p1_fall_cyclic_vm10_des.plt,5,1,fall,3.274530e-04,3.274540e-04,-2.772439e-16,6.713972e-16,3.941533e-16,30
c5_p1_read_cyclic_vm10_des.plt,5,1,read,3.274540e-04,3.275540e-04,7.498238e-17,3.743041e-18,7.872542e-17,21
c5_p1_rise_cyclic_vm10_des.plt,5,1,rise,3.273520e-04,3.273530e-04,2.752420e-16,6.597534e-16,9.349954e-16,30
c5_p1_write_cyclic_vm10_des.plt,5,1,write,3.273530e-04,3.274530e-04,3.628131e-15,1.277253e-13,1.313534e-13,11
c5_p2_fall_cyclic_vm10_des.plt,5,2,fall,3.276550e-04,3.276560e-04,-2.772584e-16,6.716258e-16,3.943674e-16,30
c5_p2_read_cyclic_vm10_des.plt,5,2,read,3.276560e-04,3.277560e-04,7.498232e-17,3.743034e-18,7.872535e-17,21
c5_p2_rise_cyclic_vm10_des.plt,5,2,rise,3.275540e-04,3.275550e-04,2.730697e-16,6.596836e-16,9.327533e-16,30
c5_p2_write_cyclic_vm10_des.plt,5,2,write,3.275550e-04,3.276550e-04,3.628194e-15,1.277310e-13,1.313592e-13,11
c5_p3_fall_cyclic_vm10_des.plt,5,3,fall,3.278570e-04,3.278580e-04,-2.772827e-16,6.720098e-16,3.947271e-16,30
c5_p3_read_cyclic_vm10_des.plt,5,3,read,3.278580e-04,3.279580e-04,7.498371e-17,3.743098e-18,7.872680e-17,21
c5_p3_rise_cyclic_vm10_des.plt,5,3,rise,3.277560e-04,3.277570e-04,2.730984e-16,6.599888e-16,9.330872e-16,30
c5_p3_write_cyclic_vm10_des.plt,5,3,write,3.277570e-04,3.278570e-04,3.628266e-15,1.277416e-13,1.313699e-13,11
c5_p4_fall_cyclic_vm10_des.plt,5,4,fall,3.280590e-04,3.280600e-04,-2.773155e-16,6.725277e-16,3.952123e-16,30
c5_p4_read_cyclic_vm10_des.plt,5,4,read,3.280600e-04,3.281600e-04,7.498637e-17,3.743221e-18,7.872959e-17,21
c5_p4_rise_cyclic_vm10_des.plt,5,4,rise,3.279580e-04,3.279590e-04,2.731402e-16,6.604364e-16,9.335766e-16,30
c5_p4_write_cyclic_vm10_des.plt,5,4,write,3.279590e-04,3.280590e-04,3.628346e-15,1.277564e-13,1.313848e-13,11
c5_p5_fall_cyclic_vm10_des.plt,5,5,fall,3.282610e-04,3.282620e-04,-2.773553e-16,6.731601e-16,3.958048e-16,30
c5_p5_read_cyclic_vm10_des.plt,5,5,read,3.282620e-04,3.283620e-04,7.499011e-17,3.743397e-18,7.873350e-17,21
c5_p5_rise_cyclic_vm10_des.plt,5,5,rise,3.281600e-04,3.281610e-04,2.731932e-16,6.610062e-16,9.341993e-16,30
c5_p5_write_cyclic_vm10_des.plt,5,5,write,3.281610e-04,3.282610e-04,3.628432e-15,1.277749e-13,1.314033e-13,11
c5_p6_fall_cyclic_vm10_des.plt,5,6,fall,3.284630e-04,3.284640e-04,-2.774010e-16,6.738890e-16,3.964880e-16,30
c5_p6_read_cyclic_vm10_des.plt,5,6,read,3.284640e-04,3.285640e-04,7.499476e-17,3.743616e-18,7.873837e-17,21
c5_p6_rise_cyclic_vm10_des.plt,5,6,rise,3.283620e-04,3.283630e-04,2.732555e-16,6.616787e-16,9.349342e-16,30
c5_p6_write_cyclic_vm10_des.plt,5,6,write,3.283630e-04,3.284630e-04,3.628524e-15,1.277963e-13,1.314248e-13,11
c5_p7_fall_cyclic_vm10_des.plt,5,7,fall,3.286650e-04,3.286660e-04,-2.774514e-16,6.746982e-16,3.972468e-16,30
c5_p7_read_cyclic_vm10_des.plt,5,7,read,3.286660e-04,3.287660e-04,7.500017e-17,3.743872e-18,7.874404e-17,21
c5_p7_rise_cyclic_vm10_des.plt,5,7,rise,3.285640e-04,3.285650e-04,2.733256e-16,6.624376e-16,9.357632e-16,30
c5_p7_write_cyclic_vm10_des.plt,5,7,write,3.285650e-04,3.286650e-04,3.628619e-15,1.278202e-13,1.314489e-13,11
c5_p8_fall_cyclic_vm10_des.plt,5,8,fall,3.288670e-04,3.288680e-04,-2.775057e-16,6.755731e-16,3.980674e-16,30
c5_p8_read_cyclic_vm10_des.plt,5,8,read,3.288680e-04,3.289680e-04,7.500619e-17,3.744157e-18,7.875035e-17,21
c5_p8_rise_cyclic_vm10_des.plt,5,8,rise,3.287660e-04,3.287670e-04,2.734019e-16,6.632674e-16,9.366693e-16,30
c5_p8_write_cyclic_vm10_des.plt,5,8,write,3.287670e-04,3.288670e-04,3.628718e-15,1.278462e-13,1.314749e-13,11
c5_p9_fall_cyclic_vm10_des.plt,5,9,fall,3.290690e-04,3.290700e-04,-2.775629e-16,6.765019e-16,3.989390e-16,30
c5_p9_read_cyclic_vm10_des.plt,5,9,read,3.290700e-04,3.291700e-04,7.501271e-17,3.744465e-18,7.875718e-17,21
c5_p9_rise_cyclic_vm10_des.plt,5,9,rise,3.289680e-04,3.289690e-04,2.734832e-16,6.641555e-16,9.376388e-16,30
c5_p9_write_cyclic_vm10_des.plt,5,9,write,3.289690e-04,3.290690e-04,3.628818e-15,1.278738e-13,1.315026e-13,11
