clip,p_smoothed,label
0,0.21371930908589135,0
1,0.22917417756148745,0
2,0.2328099108168057,0
3,0.26137175552901765,0
4,0.30166544055654887,0
5,0.3085373821003096,0
6,0.31252853607847575,0
7,0.3524916792909304,0
8,0.35884476240192137,0
9,0.362997779179187,0
10,0.4049732149356887,0
11,0.3986582305459749,0
12,0.37373893637032735,0
13,0.3654475268863496,0
14,0.3649897802443731,0
15,0.3649885044211432,0
16,0.4005015896899359,0
17,0.40359677942026223,0
18,0.40046080946922297,0
19,0.39386247878982905,0
20,0.4014903885268029,0
21,0.3669467096527417,0
22,0.3562226817011832,0
23,0.3946631926865804,0
24,0.38959186062926326,0
25,0.3555072496334711,0
26,0.3548839404469444,0
27,0.35477629481326955,0
28,0.3492891706881069,0
29,0.3469932732127961,0
30,0.3470965733840352,0
31,0.3135725220754033,0
32,0.3314962518357095,0
33,0.3281664305499622,0
34,0.34648032131649203,0
35,0.34790977445386706,0
36,0.3460732521045775,0
37,0.3099055212168466,0
38,0.30206633252756937,0
39,0.30358201336292995,0
40,0.27455498065267286,0
41,0.2670259447324843,0
42,0.2651173766879808,0
43,0.2643864619589987,0
44,0.26125235323395046,0
45,0.24650499047267999,0
46,0.2454423031636646,0
47,0.24257464458545047,0
48,0.24225496713604244,0
49,0.2250208304751487,0
50,0.22728712218148367,0
51,0.22540639979498728,0
52,0.22883024244081407,0
53,0.21232675193321135,0
54,0.2055698019408044,0
55,0.21622712945654277,0
56,0.21511323856455938,0
57,0.2150940178405671,0
58,0.21241449671132223,0
59,0.18207779704105284,0
60,0.17987559806732903,0
61,0.17985080572820844,0
62,0.1782304726186253,0
63,0.19344294213113328,0
64,0.19349759639728636,0
65,0.16044226040442783,0
66,0.15623058307738527,0
67,0.15388286468528564,0
68,0.15546214438620065,0
69,0.19367446253697077,0
70,0.18171088291066032,0
71,0.17869487617697036,0
72,0.21571757147709528,0
73,0.22314221624817165,0
74,0.2426884089197431,0
75,0.2417708940449215,0
76,0.23272443882056643,0
77,0.23319789944660096,0
78,0.23336829777274817,0
79,0.23333063792614714,0
80,0.2453530597544852,0
81,0.2557363134054911,0
82,0.2536820109401431,0
83,0.25439463520333877,0
84,0.24374321351448697,0
85,0.24496111060891834,0
86,0.2436072425473304,0
87,0.2719125165825798,0
88,0.30675176885865985,0
89,0.34307082565057845,0
90,0.30535500638541724,0
91,0.3062992503955251,0
92,0.3455044832967577,0
93,0.31301110131399973,0
94,0.3330121281601134,0
95,0.31268351525068283,0
96,0.3472625623856272,0
97,0.3266064425309499,0
98,0.3468029963828268,0
99,0.3826970844751312,0
100,0.4011828785850888,0
101,0.42681349601064406,0
102,0.42946918521608624,0
103,0.46578435564324966,0
104,0.4656686828959556,0
105,0.4657483892071815,0
106,0.48912880711612244,0
107,0.4985523117440087,0
108,0.46875084120602833,0
109,0.43879778647706624,0
110,0.4329244838584037,0
111,0.4671124205702827,0
112,0.4682626135292507,0
113,0.46604813919180904,0
114,0.48257454804011746,0
115,0.4563953564280555,0
116,0.4911616476518767,0
117,0.46679490414403735,0
118,0.5065018492085593,0
119,0.5057008337406885,0
120,0.470156950255235,0
121,0.4521458702428,0
122,0.417976262313979,0
123,0.40598239714191076,0
124,0.40145497307890937,0
125,0.40366471984556745,0
126,0.4371958974571456,0
127,0.41365496104671845,0
128,0.4070072358562833,0
129,0.40907518849486396,0
130,0.4109453168653307,0
131,0.38192454264277503,0
132,0.37356736972218463,0
133,0.3704196629779679,0
134,0.33689437842085246,0
135,0.3554552350015867,0
136,0.3466263892395156,0
137,0.34511945893367135,0
138,0.338113868875163,0
139,0.32131410957801915,0
140,0.3040330335497856,0
141,0.3361536746933347,0
142,0.33432485659917194,0
143,0.33117567038252244,0
144,0.35718765677440734,0
145,0.3625147736498288,0
146,0.3942408458817573,0
147,0.3616417316453797,0
148,0.3611261699171293,0
149,0.3873293729765075,0
150,0.3917853250390007,0
151,0.3968791628167743,0
152,0.3951409632960956,0
153,0.3801238299125717,0
154,0.408869438228153,0
155,0.41431948471637,0
156,0.4068702608346939,0
157,0.4145169605811436,0
158,0.39642247486682164,0
159,0.3992919645139149,0
160,0.3784118855283374,0
161,0.3803663693723224,0
162,0.3876043543929146,0
163,0.38921501487493515,0
164,0.41033129394054413,0
165,0.3964475372007915,0
166,0.3599080890417099,0
167,0.3572316247792471,0
168,0.35271568525405156,0
169,0.35365595065412064,0
170,0.3272264784290677,0
171,0.32052361166902954,0
172,0.3398336262575218,0
173,0.37218328618577545,0
174,0.37977473952230956,0
175,0.35066397399419835,0
176,0.34377726504490486,0
177,0.35210249839084484,0
178,0.34437688422344975,0
179,0.3281500657044706,0
180,0.36141901906757123,0
181,0.3993752100283191,0
182,0.4305146164482547,0
183,0.4281186573207378,0
184,0.4282747611758254,0
185,0.44048566388941945,0
186,0.4269724905136085,0
187,0.4274564827127116,0
188,0.3955992383971101,0
189,0.39591038989878835,0
190,0.39456631935068537,0
191,0.411823596095755,0
192,0.41441201276722406,0
193,0.3844728771419752,0
194,0.34997703596239993,0
195,0.34006892180158976,0
196,0.3428403522287096,0
197,0.37771029522021615,0
198,0.35204824202117463,0
199,0.3556152592812265,0
200,0.3559712515700431,0
201,0.33781628417117254,0
202,0.29908838868141174,0
203,0.2629270457795688,0
204,0.2577800030509631,0
205,0.28945929486127125,0
206,0.257274954801514,0
207,0.25712697527238304,0
208,0.25606767904190786,0
209,0.28496385259287693,0
210,0.32276817340226394,0
211,0.3253422613654817,0
212,0.3104721839938845,0
213,0.34567766210862566,0
214,0.37472188224395114,0
215,0.4134756039295878,0
216,0.4106126140270915,0
217,0.40857652397382827,0
218,0.3835564482779731,0
219,0.3717411951649757,0
220,0.3956956909525963,0
221,0.3956161173326629,0
222,0.37457993591115596,0
223,0.3777969671147211,0
224,0.4107117159735589,0
225,0.3784645270733606,0
226,0.365514942577907,0
227,0.3899125233292579,0
228,0.3897576119218554,0
229,0.3910911714746838,0
230,0.4017744525557473,0
231,0.38184258270831334,0
232,0.37945882266476033,0
233,0.4039396523010163,0
234,0.36902093851850143,0
235,0.3764153828933125,0
236,0.36464212018819075,0
237,0.37385280181964237,0
238,0.3908653010924657,0
239,0.38612583350567586,0
240,0.38356965673821314,0
241,0.362028225901581,0
242,0.36507993865580785,0
243,0.3659727552107402,0
244,0.36227506434633616,0
245,0.33253795511665796,0
246,0.3324330477487473,0
247,0.33363772715841017,0
248,0.3466458249659765,0
249,0.3788628322737557,0
250,0.3906895638931365,0
251,0.3515288663052377,0
252,0.3710131223003069,0
253,0.4057035336182231,0
254,0.40054937239204136,0
255,0.43397795302527287,0
256,0.39614737566028324,0
257,0.37029358957495007,0
258,0.35660271133695326,0
259,0.33960473608402975,0
260,0.3380307484240759,0
261,0.34063574849140077,0
262,0.3694583862310364,0
263,0.36532107243935263,0
264,0.36434527415604817,0
265,0.36400497775702245,0
266,0.40027222427583875,0
267,0.40348582643838155,0
268,0.3871293745580174,0
269,0.34807987582115896,0
270,0.3235597915592648,0
271,0.31208893621251693,0
272,0.34910516086078824,0
273,0.32459380655061626,0
274,0.29724633835610886,0
275,0.30618112569763545,0
276,0.2707878478935786,0
277,0.27237368907247267,0
278,0.2740475748266492,0
279,0.27614873647689814,0
280,0.2799093134346462,0
281,0.3124859105973017,0
282,0.31372190692595076,0
283,0.28189510284435176,0
